0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;
0;0;0;0;0;3;11;42;139;308;437;618;775;899;1012;986;1184;1158;1244;1282;1318;1427;1466;1427;1308;1292;1256;1168;1039;956;825;768;790;664;610;570;465;424;428;350;349;307;300;299;240;211;222;216;218;184;177;172;157;156;136;176;193;210;186;176;172;197;169;187;204;199;211;215;261;289;321;273;253;294;250;227;260;231;258;271;244;262;307;261;287;309;355;328;365;432;469;533;548;486;478;545;495;524;521;565;517;557;547;633;568;627;696;598;615;735;689;692;700;710;686;746;669;751;660;752;711;746;747;733;644;586;558;552;523;484;434;472;494;505;505;525;512;491;546;475;540;545;532;572;518;537;569;563;554;580;568;563;536;551;600;603;577;661;651;660;679;648;689;656;643;594;598;571;596;513;586;536;576;609;602;585;640;662;634;597;633;675;589;619;628;679;702;660;726;800;725;730;764;788;813;758;756;785;806;808;724;797;731;771;775;802;854;947;1127;1217;1353;1439;1405;1539;1493;1500;1533;1516;1524;1525;1535;1478;1425;1440;1473;1387;1322;1340;1302;1332;1263;1269;1351;1381;1420;1338;1237;1031;873;711;631;569;484;409;354;354;338;323;295;310;330;388;596;1022;1213;385;
